16_scans_mdi,24_scans_mdi,32_scans_mdi,48_scans_mdi,64_scans_mdi,72_scans_mdi
0.9563077332222604,0.8091250585559906,0.9072173537661181,0.8411088388081661,0.8953461117434973,0.8342432140645484
0.9461507383840441,0.9419527537399721,0.9290784617679022,0.9715518891650506,0.9245223596712699,0.9027898506557718
0.8824152982195478,0.8620313901101996,0.857944344927386,0.8120537163999877,0.8813814686591057,0.8960523266673368
0.780747917975213,0.8871709141976236,0.7881192472990083,0.8131306706312615,0.83923150397262,0.8812959943436397
0.4915003986402474,0.8263169106393669,0.7335587884480732,0.9080856045198666,0.8513237391735793,0.8749814685705267
0.899882450672625,0.9651082108155342,0.9041558342918669,0.9480715300444946,0.9672876951419022,0.9544765124442016
0.9750274940536127,0.9407897716031031,0.942492005881777,0.9464711563490134,0.9397300340247557,0.9545485898786199
0.8410608425442347,0.8292199372605176,0.9558970800667296,0.9140688619615285,0.9786169170720839,0.878257891731718
0.9039654546475149,0.9569523889240784,0.9050059826484866,0.9430152039099399,0.9073967723259841,0.9028825770018969
0.9130210265708837,0.9071428405351499,0.0,0.9224974930671094,0.3949365104092111,0.8669295555457385
0.9591594420387275,0.8508737257600817,0.8777881151507274,0.8941938138960673,0.865958115592494,0.9178555845009382
0.9577849884736985,0.9280548182657725,0.9429745150356696,0.9234880872387151,0.9539410800742638,0.9485118556307833
0.9361244461745906,0.9064821860786922,0.8593795273292487,0.9421469531562033,0.9012139456438645,0.9699614247328349
0.8271346186145939,0.857712944254691,0.88383592120109,0.8924053856347556,0.9312115552417007,0.8790213478745966
0.924404777128484,0.8444265044337567,0.9162990551434366,0.8810129990711789,0.9001638958927263,0.9742697398890333
0.8820714633922488,0.9109412991852311,0.9616122338103359,0.8914443531758798,0.9298154009437324,0.9671985117725854
0.8400359811438299,0.9729515864398273,0.9708402490579824,0.9010890003524151,0.9122725173614122,0.8539246716629217
0.7802271557436119,0.9547124525559353,0.9178405268495025,0.701305741958581,0.8793702757310635,0.9289598827628979
0.9528296925371486,0.9036073371949542,0.8100699815421983,0.9210821845507795,0.9145028212613604,0.8961575087912814
1.0,0.9935334583782715,0.8860380473636138,0.912363416860119,0.999317257297504,0.9380702047497301
0.9961476216716313,0.8866999197183584,0.9639352086973834,0.9753932510499073,0.9753345704965486,0.8910035847175019
0.8508729507339078,0.9408206619321361,0.7645417331113168,0.9741822726491186,0.9360669281604925,0.9679732057950208
0.8986623933937588,0.8708755459644226,0.9507707247812311,0.9989032272422074,0.9076650974600966,0.9058565738772074
0.966248661834264,0.9376159840512903,0.8802274546822739,0.9135753363641239,0.9310881046435849,0.8533030453103584
0.9803121761151693,0.8898273164176131,0.9540690147524041,0.8759878954197418,0.9903262893418499,0.8828010951784176
0.8632418149208709,0.7477413246060957,0.7554442544154027,0.9287903181072832,0.8377624418550453,0.9099943832745749
0.7862656061208504,0.8221199778165397,0.9284338614250984,0.9130710711182778,0.9475332190058942,0.990029786470325
0.9799610338982091,0.9259784677798862,0.9031860551090103,0.9380455146301118,0.9192754878153087,0.9211587460652225
0.7251124424584504,0.8958576290199904,,0.8909184979151227,0.9273955477846201,
